@id	@type	@lat	@lon	name	brand	operator	website	addr:city	addr:state	addr:postcode
298204790	way	34.6939096	-82.2006019	Longevity Pilates				Fountain Inn		29644
298466148	way	33.3974612	-84.7626042	OneLife fitness Newnan Express						
298466153	way	33.3844150	-84.7641280							
298645197	way	39.3802292	-76.6584871	Coppermine Racquet and Fitness Club				Mount Washington	MD	21209
298671162	way	44.0831445	-103.2760944	Prima School of Dancing				Rapid City	SD	57702
298699729	way	39.4040697	-76.5767282					Loch Raven	MD	21286
298705414	way	41.4648488	-81.5338741	The Little Gym						
298711499	way	39.3774344	-76.6084508	True Balance Studio			https://www.truebalancestudio.com/	Govans	MD	21212
298714836	way	39.3731347	-76.6359556	Gelston Athletic Center				Roland Park	MD	21210
298735484	way	41.9447251	-88.1229184	Life Time	Life Time		https://www.lifetime.life/life-time-locations/il-bloomingdale.html	Bloomingdale	IL	60108
298780458	way	37.2009237	-93.2810408	Foster Recreation Center		Missouri State University	https://www.missouristate.edu/reccenter/			
298845789	way	39.9366893	-76.6817430	Gold's Gym	Gold's Gym					
299103576	way	39.3750773	-76.5051022	Skateland Putty Hill			http://www.skatelandputtyhill.com/	Nottingham	MD	21236
299132669	way	40.7239685	-111.5371286	Basin Recreation Fieldhouse						
299552114	way	43.3136355	-70.9956854	Planet Fitness	Planet Fitness					
299742575	way	35.8594544	-78.7010162	Fitness Connection						27612
299927821	way	39.0035476	-77.4581305	Life Time	Life Time		https://www.lifetime.life/life-time-locations/va-ashburn-sterling.html	Sterling	VA	20166
300527251	way	38.5760348	-89.9324932	Dogwood Social House	Gold's Gym		https://www.dogwoodsocialhouse.com/o-fallon-il			62269
301466667	way	30.4578968	-84.2767275	Bad Ass Fitness			http://www.badassfitness.com/	Tallahassee		
301607973	way	36.5357066	-87.3540520	Foy Recreation Center						
301687399	way	41.7507213	-71.3242435	The George Sage Gymnasium						
301687403	way	41.7504289	-71.3247325	The Karl P. Jones Gymnasium						
302324932	way	43.5210660	-96.7422228	Sanford Gymnasium						
302980801	way	34.0271062	-118.4545123	Blue Republic						
303251655	way	42.9718677	-85.7735829	Family Fitness				Walker	MI	49534
303260873	way	40.6932100	-79.9987789	Snap Fitness			https://www.snapfitness.com/us/gyms/mars-pa			
303539284	way	31.3251233	-89.3275362	Curves	Curves					
303801685	way	40.8343857	-74.7128295	Gold's Gym	Gold's Gym		https://www.goldsgym.com/flandersnj/	Flanders	NJ	07836
303898842	way	41.5848378	-93.6822738	Fitness by Design			https://www.fitnessbydesigndm.com	Des Moines		50312
304523030	way	45.4326816	-122.5701934	East Side Athletic Club			https://www.eastsideathleticclub.com/	Clackamas	OR	97015
304820987	way	42.0026843	-74.1254318	28 West Gym			https://28westgym.com	Woodstock	NY	12498
304937206	way	43.0095929	-89.7247148	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/2424/mount-horeb-wi-53572/	Mount Horeb	WI	53572
305071764	way	43.5089811	-96.7730674	Crunch Fitness	Crunch Fitness			Sioux Falls	SD	57106
305094740	way	34.8275202	-82.3102013	Greenville Cycling & Multisport			http://greenvillecyclingcenter.com/	Greenville	SC	29607
305182262	way	35.8465829	-86.3582165	Campus Recreation Center				Murfreesboro	TN	37132-0001
305236796	way	40.3101650	-80.0326040	Planet Fitness				Bethel Park	PA	15102
305653961	way	33.2934440	-111.8313423	CrossFit Infernal				Chandler	AZ	85225
305808726	way	38.4600475	-78.0124488	Powell Wellness Center						
306014656	way	27.8037301	-80.4746003	Sebastian Gym & Fitness			https://sebastiangym.com/	Sebastian	FL	32958
306050550	way	41.4512311	-74.3849381	Planet Fitness	Planet Fitness			Middletown	NY	10940
306347937	way	38.8432378	-104.8208336	CorePower Yoga	CorePower Yoga		https://www.corepoweryoga.com/yoga-studio/colorado/nevada	Colorado Springs	CO	80903
306691248	way	33.1113042	-96.8076124	Crunch Fitness	24 Hour Fitness			Frisco		
306782131	way	40.4329422	-111.7855135	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/1202/highland-ut-84003/	Highland	UT	84003
306788118	way	33.5548967	-112.2557118	LA Fitness	LA Fitness		https://www.lafitness.com	Peoria	AZ	85305
306835863	way	41.9581253	-73.9861281	Planet Fitness	Planet Fitness			Kingston	NY	12401
306865338	way	42.3188411	-83.4457030	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mi-canton-township.html	Canton	MI	48187
307026185	way	41.8040651	-88.1241853	LA Fitness	LA Fitness		https://www.lafitness.com/Pages/clubhome.aspx?clubid=401	Naperville	IL	60563
307637493	way	33.7247155	-84.7320657	LA Fitness	LA Fitness					
307748062	way	42.1764309	-88.4000465	Centegra Health Bridge Fitness Center-Huntley			https://healthbridgefitness.com/			
307851470	way	36.5754949	-87.4106072	Planet Fitness	Planet Fitness		https://www.planetfitness.com/gyms/clarksville-tn-972	Clarksville	TN	37042
308619853	way	47.5924410	-114.1115401	Joe McDonald Health & Fitness Center						
308628138	way	45.6881235	-111.0631793	Curves	Curves					
308950548	way	40.3128827	-75.8669303	PA Fitness			https://pafitnessclub.com/exeter	Reading	PA	19606
308954211	way	40.3113684	-75.8635817							
309664862	way	33.6169150	-111.9133658	Crossfit Blur				Scottsdale	AZ	85260
309664892	way	33.6156176	-111.9144985	LofyFit LLC				Scottsdale	AZ	85260
309806178	way	47.6978546	-117.4108275	Hardcore Gym						
310015654	way	36.7940072	-76.3258417	Planet Fitness	Planet Fitness			Portsmouth	VA	23702
310068036	way	37.7354085	-84.2966210	Rick Erdmann Olympics Sports Training Center				Richmond	KY	40475
310310760	way	33.9918964	-80.9746076	F45 Training	F45 Training					
310529950	way	30.4011948	-97.6705584	House of Gainz			https://houseofgainz.com/	Austin	TX	78753
310614101	way	38.9849279	-119.9426332	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/2378/zephyr-cove-nv-89448/	Zephyr Cove	NV	89448
310726304	way	35.2536939	-82.1991833	Stearns Gym				Columbus	NC	28722
311669961	way	44.6687666	-70.1478907	Dearborn Gymnasium				Farmington	ME	04938
311711031	way	37.0581144	-120.8195404	In-Shape Health Club				Los Banos		93635
311711660	way	37.3653726	-120.4262297	Joseph E. Gallo Recreation & Wellness Center				Merced		
311826316	way	30.9774210	-83.2012989							
311857390	way	41.7297006	-88.0268965	Planet Fitness	Planet Fitness			Woodridge	IL	60517
312005479	way	39.5748937	-119.7386978	Fitness Connection				Sparks	NV	89436
312099158	way	43.1410734	-77.5505057	Midtown Athletic Club			https://www.midtown.com/rochester	Rochester	NY	14610
312108653	way	34.8697396	-82.2494272	Powerhouse Gym	Powerhouse Gym			Greer		29650
312171782	way	36.8202278	-76.4364644	One Life Fitness				Chesapeake	VA	23321
312540174	way	28.5480456	-81.7074869	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/2435/clermont-fl-34711/	Clermont	FL	34711
313016171	way	41.7733846	-88.1936963					Naperville	IL	60540
313200805	way	41.7236028	-71.5371387	Hop's Athletic Performance						
313200830	way	41.6919544	-71.5548382	Planet Fitness	Planet Fitness					
313436121	way	36.9829399	-86.4589932	Preston Center						
313444238	way	34.9671976	-82.4419501	Anytime Fitness	Anytime Fitness		https://www.anytimefitness.com/gyms/3433/travelers-rest-sc-29690/	Travelers Rest	SC	29690
313512183	way	42.2389320	-87.9606415	Bears Fit			https://bearsfit.com/	Vernon Hills	IL	60061
313784034	way	37.6259885	-77.5893459	Deep Run Recreation Center				Henrico	VA	23233
313991371	way	38.5807354	-121.4983787	24 Hour Fitness	24 Hour Fitness		24go.co	Sacramento	CA	95814
314011218	way	39.4482045	-77.3944496	One Life Fitness				Frederick	MD	21701
314032199	way	47.6035945	-117.3676656	Müv Fitness	MUV Fitness					
314179261	way	34.9416767	-82.2566873	Gold's Gym	Gold's Gym			Greer		29650
314553243	way	45.5162056	-122.7548116	Club Pilates	Club Pilates		https://www.clubpilates.com/	Portland	OR	97225
314680540	way	33.5831635	-112.1832684	LA Fitness	LA Fitness			Glendale	AZ	85304
315534704	way	30.5039010	-90.4628977	Spoga				Hammond	LA	
315600314	way	37.8128047	-122.2475022	CorePower Yoga	CorePower Yoga					
316032846	way	33.5543711	-112.1062997	LA Fitness	LA Fitness			Phoenix	AZ	85021
316129166	way	30.0556885	-95.4373054	Woodlands Gymnastics			https://woodlandsgymnastics.com	Spring	TX	77388
316215286	way	32.2189954	-110.8601195	LA Fitness	LA Fitness		https://lafitness.com	Tucson	AZ	85711
316620738	way	40.7977014	-82.5773948	Campus Recreation Center						
316764224	way	26.0911738	-80.2495340	Planet Fitness	Planet Fitness					
316982508	way	42.0419560	-88.0566384	Life Time	Life Time		https://www.lifetime.life/life-time-locations/il-schaumburg.html	Schaumburg	IL	60173
316982902	way	29.6056006	-95.6326995	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-sugar-land.html	Sugar Land	TX	77478
316987040	way	40.5518449	-111.9186235	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ut-south-jordan.html	South Jordan	UT	84096
316988970	way	42.5893678	-83.1727085	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mi-troy.html	Troy	MI	48098
316990895	way	33.5567530	-117.6835397	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ca-laguna-niguel.html	Laguna Niguel	CA	92677
317003537	way	42.6679452	-83.1369033	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mi-rochester-hills.html	Rochester Hills	MI	48307
317003764	way	41.8002293	-88.1674304	Life Time	Life Time		https://www.lifetime.life/life-time-locations/il-warrenville.html	Warrenville	IL	60555
317004545	way	32.9645284	-96.6480710	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-garland.html	Garland	TX	75044
317005283	way	45.1808868	-93.3206799	Life Time - Coon Rapids	Life Time		https://www.lifetime.life/life-time-locations/mn-coon-rapids.html	Coon Rapids	MN	55433
317005879	way	29.9659432	-95.5455607	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-houston-champions.html	Houston	TX	77070
317006504	way	42.2137915	-87.9369567	Life Time	Life Time		https://www.lifetime.life/life-time-locations/il-vernon-hills.html	Vernon Hills	IL	60061
317006867	way	33.0731920	-96.7929238	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-plano-tennis.html;https://www.lifetime.life/life-time-locations/tx-plano.html	Plano	TX	75024
317007097	way	42.1709867	-88.3313868	Life Time	Life Time		https://www.lifetime.life/life-time-locations/il-algonquin.html	Algonquin	IL	60102
317355747	way	18.4546285	-66.0854647	Gimnasio Carlos Ruiz				San Juan	PR	00907
317395211	way	41.6603752	-88.1207727	Life Time	Life Time		https://www.lifetime.life/life-time-locations/il-romeoville.html	Romeoville	IL	60446
317396462	way	41.7535058	-87.9143590	Life Time	Life Time		https://www.lifetime.life/life-time-locations/il-burr-ridge.html	Burr Ridge	IL	60527
317396579	way	32.8869625	-97.1494589	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-colleyville.html	Colleyville	TX	76034
317397800	way	33.0349010	-97.0735776	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-flower-mound.html	Flower Mound	TX	75022
317399349	way	40.5562520	-74.4311885	LA Fitness	LA Fitness		https://www.lafitness.com/Pages/clubhome.aspx?clubid=257	South Plainfield	NJ	07080
317400585	way	44.6836881	-93.2511902	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mn-lakeville.html	Lakeville	MN	55044
317401664	way	44.7925470	-93.1796923	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mn-eagan.html	Eagan	MN	55122
317401982	way	44.9389008	-92.9309322	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mn-woodbury.html	Woodbury	MN	55125
317405377	way	35.7337288	-78.7871936	Life Time	Life Time		https://www.lifetime.life/life-time-locations/nc-cary.html	Cary	NC	27518
317406180	way	33.4658175	-112.3715191	Life Time	Life Time		https://www.lifetime.life/life-time-locations/az-goodyear-palm-valley.html	Goodyear	AZ	85395
317407471	way	45.0836521	-93.0471483	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mn-white-bear-lake.html	White Bear Lake	MN	55110
317410182	way	32.6087504	-97.1139488	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-mansfield.html	Mansfield	TX	76063
317410985	way	39.5777401	-104.9286640	Life Time	Life Time		https://www.lifetime.life/life-time-locations/co-centennial.html;https://www.lifetime.life/life-time-locations/co-centennial-tennis.html	Centennial	CO	80122
317411865	way	44.7497124	-93.3623291	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mn-savage.html	Savage	MN	55378
317412377	way	29.7422427	-95.7705100	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-katy-cinco-ranch.html	Katy	TX	77494
317415652	way	34.0612257	-84.1669710	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ga-johns-creek.html	Johns Creek	GA	30097
317417387	way	34.0803686	-84.4546447	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ga-woodstock.html	Woodstock	GA	30188
317418058	way	40.0502366	-82.9169010	Life Time	Life Time	Easton Town Center	https://www.lifetime.life/life-time-locations/oh-columbus-easton.html	Columbus	OH	43219
317428419	way	29.6124280	-98.4656427	Life Time	Life Time			San Antonio		78259
317429879	way	38.8789852	-94.6644515	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ks-overland-park.html	Overland Park	KS	66223
317433053	way	44.8612004	-93.5948206	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mn-chanhassen.html	Chanhassen	MN	55317
317538262	way	41.6172242	-93.7813478	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ia-urbandale-des-moines.html	Urbandale	IA	50323
317751603	way	41.7399084	-73.9309705	Planet Fitness	Planet Fitness					
317779739	way	30.0090946	-95.1775328	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-humble-kingwood.html	Humble	TX	77346
317856245	way	38.8449815	-77.2730246	Life Time	Life Time		https://www.lifetime.life/life-time-locations/va-fairfax.html	Fairfax	VA	22031
317869561	way	40.1110211	-75.5194147	Phoenixville YMCA			https://www.philaymca.org/locations/phoenixville-ymca	Phoenixville	PA	19460
317871854	way	30.2152525	-97.8393650	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-austin-south.html	Austin	TX	78749
317883996	way	33.3133641	-111.9605377					Chandler	AZ	
317887970	way	45.4909747	-122.7984517	Orangetheory Fitness	Orangetheory Fitness			Beaverton	OR	97005
317942943	way	44.7366376	-85.6098633	The Gym Traverse City			https://thegymtraversecity.com/	Traverse City	MI	49686
317955211	way	32.9886179	-96.8516195	Life Time	Life Time		https://www.lifetime.life/life-time-locations/tx-dallas-addison.html	Dallas	TX	75287
318052083	way	37.5312785	-122.0001524	City Sports Club	City Sports Club					
318062731	way	29.8352423	-95.3839650	Blink Fitness	Blink Fitness			Houston	TX	
318394587	way	36.0093058	-95.8900341	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ok-south-tulsa.html	Tulsa	OK	74133
318403504	way	40.0562840	-83.0697872	Life Time	Life Time		https://www.lifetimefitness.com/en/clubs/upper-arlington-oh/your-lt.html	Columbus	OH	43220
318406116	way	39.9157752	-82.7832463	Life Time	Life Time		https://www.lifetime.life/life-time-locations/oh-pickerington.html	Pickerington	OH	43147
318427149	way	41.0227268	-73.7214594	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ny-harrison-westchester.html	Harrison	NY	10604
318441053	way	40.7958143	-73.5172944	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ny-syosset.html	Jericho	NY	11753
318443053	way	36.1582440	-115.3277959	Life Time	Life Time		https://www.lifetime.life/life-time-locations/nv-las-vegas-summerlin.html	Las Vegas	NV	89135
318448176	way	36.0219595	-115.0939356	Life Time	Life Time		https://www.lifetime.life/life-time-locations/nv-henderson-green-valley.html	Henderson	NV	89052
318457588	way	35.3685706	-120.8445410	Anytime Fitness						93442
318601934	way	44.9792020	-93.2758325	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mn-minneapolis-target-center.html	Minneapolis	MN	55403
318650723	way	45.0341774	-93.3819188	Life Time	Life Time		https://www.lifetime.life/life-time-locations/mn-new-hope.html	New Hope	MN	55428
318654979	way	43.6040108	-72.9797275	Planet Fitness	Planet Fitness		https://flagshipcinemas.com/rutlandhome.html	Rutland	VT	
318671797	way	37.8115301	-121.2154507	24 Hour Fitness	24 Hour Fitness					
318899684	way	42.1707845	-87.9705644	Buffalo Grove Fitness Center						
319205186	way	42.3695070	-71.1986173							02472
319208741	way	36.1099078	-115.1452933	Paul McDermott Physical Education Complex						
319346566	way	38.8842505	-94.7485788	Ignite Your Game	Ignite Your Game		https://www.igniteyourgame.org/	Olathe	KS	66062
319352520	way	38.9150900	-94.7617684	The Foundation						
319481063	way	38.8852958	-94.7660705	24 Hour Fitness	24 Hour Fitness					
319611613	way	37.7818350	-121.2292856	Fit Republic Manteca				Manteca	CA	95337
319615428	way	45.4966668	-122.6260599	Orangetheory Fitness	Orangetheory Fitness		https://www.orangetheory.com/en-us/locations/oregon/portland/3602-southeast-powell-boulevard-suite-2/	Portland	OR	97202
319800944	way	45.4419925	-122.6249557	Planet Fitness	Planet Fitness			Milwaukie	OR	97222
320403391	way	39.9258879	-105.1420709	Life Time	Life Time		https://www.lifetime.life/life-time-locations/co-broomfield-flatirons.html		CO	
320897743	way	43.6070220	-84.1650614	Four Seasons Health Club		Valley Plaza Resort		Midland	MI	48642
321073727	way	66.8955565	-162.5839211							
321179345	way	33.4287919	-86.7344023	Life Time	Life Time		https://www.lifetime.life/life-time-locations/al-vestavia-hills.html	Vestavia Hills	AL	35243
321407261	way	26.3947855	-80.1160339	Life Time	Life Time		https://www.lifetime.life/life-time-locations/fl-boca-raton.html	Boca Raton	FL	33431
321408548	way	33.9066882	-84.3815057	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ga-sandy-springs.html	Sandy Springs	GA	30342
321409759	way	33.9645708	-84.2457863	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ga-peachtree-corners.html	Norcross	GA	30092
321558255	way	39.9258006	-86.1560564	Life Time	Life Time			Indianapolis	IN	46260
321564208	way	38.9642905	-94.7812306	Life Time	Life Time		https://www.lifetime.life/life-time-locations/ks-lenexa.html	Lenexa	KS	66219
